url,status,title,meta_description,published_time,author,h1,file_path
https://tiximax.us/,200,"Trang chủ TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","TIXIMAX US cung cấp dịch vụ mua hộ hàng Mỹ giá tốt, vận chuyển hàng từ Mỹ về Việt Nam, thanh toán hộ uy tín.",2025-08-13T04:34:02+00:00,,"VẬN CHUYỂN, MUA HỘ HÀNG MỸ",pages\000001--home.txt
https://tiximax.us/archive,404,,,,,,pages\000002--archive.txt
https://tiximax.us/bai-viet,404,,,,,,pages\000003--bai-viet.txt
https://tiximax.us/blogs,404,,,,,,pages\000004--blogs.txt
https://tiximax.us/blocks/footer,200,,,,,,pages\000005--blocks--footer.txt
https://tiximax.us/blocks/404-page-not-found,200,,,,,,pages\000006--blocks--404-page-not-found.txt
https://tiximax.us/bang-gia,200,"Bảng giá - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ",,2025-07-14T08:24:53+00:00,,BẢNG GIÁ DỊCH VỤ TẠI TIXIMAX US,pages\000007--bang-gia.txt
https://tiximax.us/author/admin,200,"Trang chủ TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","TIXIMAX US cung cấp dịch vụ mua hộ hàng Mỹ giá tốt, vận chuyển hàng từ Mỹ về Việt Nam, thanh toán hộ uy tín.",2025-08-13T04:34:02+00:00,,"VẬN CHUYỂN, MUA HỘ HÀNG MỸ",pages\000008--author--admin.txt
https://tiximax.us/blog,200,"Blog - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Chia sẻ những thông tin hữu ích về Logistics, nguồn hàng Indonesia, mẹo mua hàng, săn mã giảm giá, kiến thức về thị trường",2025-07-24T02:19:20+00:00,,,pages\000009--blog.txt
https://tiximax.us/category,404,,,,,,pages\000010--category.txt
https://tiximax.us/cau-hoi-thuong-gap,200,"Câu Hỏi Thường Gặp (FAQ) - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ",,2025-07-21T02:58:55+00:00,,,pages\000011--cau-hoi-thuong-gap.txt
https://tiximax.us/category/thi-truong-my,200,"KIẾN THỨC THỊ TRƯỜNG Archives - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ",,,,,pages\000012--category--thi-truong-my.txt
https://tiximax.us/category/ho-tro-khach-hang,200,"HỖ TRỢ KHÁCH HÀNG - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ",Gặp khó khăn khi mua hàng? Xem ngay mục Hỗ trợ khách hàng của TIXIMAX để được hướng dẫn chi tiết từ A–Z: từ đặt hàng đến đổi trả dễ dàng.,,,,pages\000013--category--ho-tro-khach-hang.txt
https://tiximax.us/chuyen-muc,404,,,,,,pages\000014--chuyen-muc.txt
https://tiximax.us/dich-vu,200,"Dịch vụ - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Tổng hợp các dịch vụ của TIXIMAX đang cung cấp: Vận chuyển hàng hóa 2 chiều Indonesia - Việt Nam, mua hàng hộ, thanh toán hộ",2025-06-13T10:12:19+00:00,,,pages\000015--dich-vu.txt
https://tiximax.us/dau-gia-dam-phan-nha-cung-cap,200,"Đấu giá đàm phán nhà cung cấp - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Dịch vụ đấu giá eBay uy tín – giúp bạn săn hàng Mỹ chính hãng dễ dàng, không cần tài khoản quốc tế, hỗ trợ đặt giá & vận chuyển trọn gói!",2025-08-18T08:01:09+00:00,,"ĐẤU GIÁ, ĐÀM PHÁN NHÀ CUNG CẤP",pages\000016--dau-gia-dam-phan-nha-cung-cap.txt
https://tiximax.us/cong-ty-forwarder,200,"Công ty Forwarder là gì? Dịch vụ & Chi phí bạn cần biết - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Công ty forwarder giúp tối ưu chi phí, quản lý vận chuyển hiệu quả và giảm rủi ro. Khám phá ngay giải pháp logistics thông minh cho doanh nghiệp!",2025-08-20T02:55:41+00:00,Chuyên viên TIXIMAX,Công ty Forwarder là gì? Dịch vụ & Chi phí bạn cần biết,pages\000017--cong-ty-forwarder.txt
https://tiximax.us/forwarder-lam-nhung-gi,200,"Forwarder làm những gì? Công việc Forwarder từ A–Z - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Forwarder làm những gì? Khám phá ngay công việc forwarder, quy trình, lợi ích và kỹ năng cần có. Đọc để hiểu rõ và chọn dịch vụ uy tín",2025-08-21T06:48:33+00:00,Chuyên viên TIXIMAX,Forwarder làm những gì? Công việc Forwarder từ A–Z,pages\000018--forwarder-lam-nhung-gi.txt
https://tiximax.us/gui-hang-di-my,200,DỊCH VỤ GỬI HÀNG ĐI MỸ TIXIMAX,"Cần gửi hàng đi Mỹ? TIXIMAX cung cấp dịch vụ chuyên nghiệp, trọn gói từ A-Z. Gửi đồ, quà tặng, tài liệu... đi Mỹ dễ dàng, uy tín, giá tốt.",2025-07-23T02:34:59+00:00,,DỊCH VỤ GỬI HÀNG ĐI MỸ,pages\000019--gui-hang-di-my.txt
https://tiximax.us/huong-dan-tao-don-hang,200,"Hướng dẫn tạo đơn hàng - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Chào mừng quý khách đến với TIXIMAX US! Để đảm bảo mọi giao dịch diễn ra thuận lợi và hiệu quả, chúng tôi đã thiết lập một quy trình tạo đơn hàng đơn giản và minh bạch. Hướng dẫn chi tiết sau đây sẽ giúp quý khách dễ dàng tạo đơn hàng trên hệ thống [...]",2025-07-10T04:58:00+00:00,,Hướng dẫn tạo đơn hàng,pages\000020--huong-dan-tao-don-hang.txt
https://tiximax.us/gui-thuoc-tay-di-my,200,"Gửi Thuốc Tây Đi Mỹ Hợp Pháp: Quy Định, Thủ Tục & Bảng Giá Mới Nhất - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Bài viết hướng dẫn chi tiết quy định của FDA, thủ tục cần thiết, cách đóng gói, lựa chọn dịch vụ vận chuyển và chi phí gửi thuốc tây đi Mỹ.",2025-09-07T09:59:00+00:00,Chuyên viên TIXIMAX,"Gửi Thuốc Tây Đi Mỹ Hợp Pháp: Quy Định, Thủ Tục & Bảng Giá Mới Nhất",pages\000021--gui-thuoc-tay-di-my.txt
https://tiximax.us/gui-hang-dong-lanh-di-my,200,"Bí Quyết Gửi Hàng Đông Lạnh Đi Mỹ: Đóng Gói Đúng Chuẩn - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Hướng dẫn chi tiết cách gửi hàng đông lạnh đi xa an toàn, từ đóng gói, làm thủ tục đến ký gửi hàng đông lạnh nhanh chóng.",2025-09-06T09:40:23+00:00,Chuyên viên TIXIMAX,Bí Quyết Gửi Hàng Đông Lạnh Đi Mỹ: Đóng Gói Đúng Chuẩn,pages\000022--gui-hang-dong-lanh-di-my.txt
https://tiximax.us/khai-bao-hai-quan-quoc-te-chinh-ngach,200,"Khai báo hải quan quốc tế chính ngạch - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ",,,,,pages\000023--khai-bao-hai-quan-quoc-te-chinh-ngach.txt
https://tiximax.us/mua-hang-amazon,200,"Hướng Dẫn Mua Hàng Amazon Mỹ: Từ A đến Z Cho Người Mới - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Khám phá cách mua hàng trên Amazon dễ dàng, tiết kiệm – hướng dẫn chi tiết, mẹo săn giá, top sản phẩm hot và dịch vụ mua hộ uy tín.",2025-07-21T08:11:12+00:00,Chuyên viên TIXIMAX,Hướng Dẫn Mua Hàng Amazon Mỹ: Từ A đến Z Cho Người Mới,pages\000024--mua-hang-amazon.txt
https://tiximax.us/category/tin-tuc-dich-vu,200,"TIN TỨC DỊCH VỤ - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Cập nhật nhanh tin tức mới nhất về dịch vụ, xu hướng thị trường và Case Study. Khám phá những thông tin đáng tin cậy, hữu ích và dễ áp dụng.",,,Nothing Found,pages\000025--category--tin-tuc-dich-vu.txt
https://tiximax.us/category/huong-dan,200,"Hướng dẫn Archives - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Hướng dẫn khách hàng các thao tác kiểm tra giá, đặt hàng, theo dõi đơn hàng, giải đáp các thắc mắc của khách hàng về dịch vụ vận chuyển hàng hóa quốc tế.",,,Nothing Found,pages\000026--category--huong-dan.txt
https://tiximax.us/category/dich-vu,200,"Dịch vụ Archives - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Cung cấp các cập nhật mới, chính sách ưu đãi, chương trình khuyến mãi về các dịch vụ được cung cấp bởi TIXIMAX.",,,Nothing Found,pages\000027--category--dich-vu.txt
https://tiximax.us/news,404,,,,,,pages\000028--news.txt
https://tiximax.us/mua-hang-tren-jomashop,200,"Mua hàng trên Jomashop – Cách mua đồng hồ Mỹ chính hãng - TIXIMAX - VẬN CHUYỂN, MUA HỘ HÀNG MỸ","Hướng dẫn mua hàng trên Jomashop từ A–Z: cách chọn đồng hồ chính hãng, thanh toán an toàn & mẹo tiết kiệm khi mua hàng Mỹ tại Việt Nam.",2025-07-23T08:30:36+00:00,Chuyên viên TIXIMAX,Mua hàng trên Jomashop – Cách mua đồng hồ Mỹ chính hãng,pages\000029--mua-hang-tren-jomashop.txt
